文饒自京師還欲往昌國而風作不可渡乃爲絕句戲之,
開元寺凌虛閣對雪寄解唐卿,
早秋有懷寄趙華顛,華顛
和趙華顛梅花,趙華顛
挽趙秋曉,趙秋曉
送方粹仲適會稽,
題陳景說詩稿後,陳景
蔣實齋出示孟浩然畫像因賦二絕,蔣實齋;孟浩然
送鄭嚴州四首,鄭嚴州
古詩四首奉寄陳宗之兼簡敖臞翁,簡敖翁;陳宗之
送陳仁叔之越,
寄黄思梅就別祖德,祖德;黄思梅
送程楚翁歸歙用其韻,
挽洛陽李教授喪北歸,
挽李司諫,
和陳郎中時舉清夜不寐,陳郎中
和韻歸趙宗聖詩卷,趙宗聖
和韻歸張通父詩卷,張通父
挽黄思梅,黄思梅
和欽弟讀予孫吳之作,孫吳
和王守城山,
和曾平山見貽蚤自溫榮挹豔香韻,曾平山
胡端逸結庵於清江之草鞋甲歲晏言別始知猶有九袠母在敬和韻,胡端逸
徐祠曾碑久仆前山長胡端逸與士友共豎之邀予賦,胡端逸
答李道士,
和山長胡端逸辭歸,胡端逸
酬別孫道人存心歸上饒二首,
題江山煙水圖,
與伯文同作生朝林母在閩,
和潘良貴三江亭,潘良
寄米元章二首,
贈林謙之,林謙之
寄林子方,
蔣山謝雨,蔣山
懷古堂和陳夢斗詩,陳夢斗
送葉守,
題趙宜興萬里江山圖,趙宜興
題趙次張所藏賊頭子二首,
題張文潛畫帖,張文潛
謝曹中甫惠著色山水抺胸,曹中甫惠
虞美人 曹申甫以著色山水小景作短制，思极萧散，方倅袭明邀予为咏,曹申甫;方倅;虞美人
寄題劉潛夫于蔿于齋,劉潛;于蔿齋
送文子徐妹丈赴隨州太學掾用司馬文正公送先郎中詩韵爲別,妹丈正公
及第謝恩和御賜詩韻,恩和
贈劉改之,
水調歌頭 送章德茂大卿使虜,章德茂
賀新郎 同劉元實唐與正陪葉丞相飲,葉丞相;劉元實
三部樂 七月送丘宗卿使北,丘宗卿
賀新郎 寄辛幼安和見懐韻,
祝英臺近 六月十一日送葉正則如江陵,祝英臺
念奴嬌 送戴少望參選,戴少望
賀新郎 酬辛幼安再用韻見寄,
彩鳯舞 十月十六日夀錢伯同,錢伯同
謁金門 送徐子宜如新安,徐子宜
水調歌頭 和趙周錫,趙周錫
賀新郎 懐辛幼安用前韻,辛幼安
題蘇子美滄浪亭,
送趙右史至西禪趙允中有詩和之,趙允中;趙右史
和王丞邁,王丞邁
題喻景山大飛書房,
往行都至嚴州烏駐館阻水留二日,
喻景山索詩用石間韵,喻景山
挽吳縣尉孺人黄氏,
抵邑示景山,
十八日景山同舟作別,
和趙仲白,趙仲白
三賢堂和柯東海,賢堂;柯東海
上王侯重九前蠲不濟寺債,
開禧丙寅春二十六日黄子功襲少任趙仲白同會轉庵中夜以夜永燭花偏分韵賦詩樂甚時太守有遊山之約不果,黄子功;開禧;趙仲白
和寄喻景山,
寄陳次顔,
和柯東海梅花之什,柯東
和柯東海潘瓜山遊南園韵,柯東海
南園新作小舟與客遊白湖柯某東海有詩次韵,
同柯東海出湖,柯東海
予宰安溪日景山相訪還山之興浩不可留詩以送之,
寄題真希元毋自欺齋,
久不到流惠楊至之相訪邀遊楊以幹亟歸因呈之,
約楊至之潘謙之登清水巖不果和潘韵,楊至之;潘謙之韵
謝王丞餉臨漳火山綠筍,王丞
同喻景山遊月湖,
縣治登梁和寄居余叔濟韵,縣治;余叔濟
和喻景山賦梅韵,喻景山
和天台戴復古韵,
和方機宜,
與楊信齋,楊信齋
謝趙昌父寄詩,趙昌父
三山送真景元,
送胡仲方西歸,胡仲方
送王丞,王丞
送王推赴調,
挽建寧林知丞,林知丞;挽建寧
挽知府陳大著,
挽鄭通判,
挽楊夫人,
挽方瓊州恭人,
和崇安壁間,
題王孫口致爽亭賡陳左史韵,陳左韵
和胡仲方留題清果寺壁,胡仲方
和喻景山,喻景山
王主簿右州某日思其歸因見黄華動淵明之興方欲寄詩忽承佳句次韵見意,黄華
和王主簿,
回吳信可謝寄唐人詩,
和王丞惠酒次韵,王丞惠
和柯東海趣歸韵,柯東海
赴官安溪回與柯東海同宿閑吟,柯東海
嘉定戊寅秋同蔡念成諸人遊三疊泉泉舊名三級改今名巖間莓苔隠然有字如玉色衆皆曰古人留題也即而視之其末有密官二字餘皆似字而不可曉他日復往則不復有睹因作詩以紀之,蔡念成
謝何茂才惠詩,謝何茂才
題延平張相公廟,
和王子賢兄,
延平郡學有小閣予名之曰穹林雲壑和葉教韵,
和泉州施通判,
約潘丈及小喻登橫玉臺觀木香酴醾,潘丈
寄喻景山,喻景山
送撫州李兄武伯歸鄉,
送林知丞赴石城任,林知丞
和柯東海遊安溪清水岩韵,柯東海
贈喻景山,喻景山
和王主簿韵,
和陳中行校書,陳中行
和李艮翁延平山泉韵,李艮
送陳守子華宿土囊有感,陳守子
送劍浦王丞,
三山送樓幹,
東萊呂氏官箴以覓舉求上官保庇書爲第一戒今仕者往往十犯八九雖賢不免陷焉爲詩以謝兼用奉勉,
贈邕管察推陳仲輔,陳仲輔;贈邕
乙巳邵武建寧夜坐書呈諸公,邵武建
孟子 陳仲子,陳仲子
詠史 陳珪,陳珪
詠史 呂蒙,呂蒙
和李太白把酒問明月歌,李太白
和潘良貴題明州三江亭韻,潘良貴
送葉子春赴官慈溪,葉春
挽王吉父知縣,
以新凉入郊墟爲韻簡葉孟我丈,
題湯正仲墨梅,湯正仲
答趙章泉,趙章泉
寄劉茂實,劉茂實
秋步吳濟川別業,濟川
郭聖與黄希聲問候,黄希;郭聖
挽宣教郎新差通判慶元府王琮,王琮
趙監簿寄建寧諸詩,趙監簿
同毛誼夫喻可中夜汎西湖,喻可中;毛誼夫
送楊明叔上舍歸蜀,楊明叔
雪中簡趙德行,德行
寄汪起潛簽判,汪起潛
史記送後村劉秘監兼致欲見之悰,
題建溪劉希和吟趣園,題建溪希
送賀某赴興化任,
送郭聖與就監試歸兼簡其弟,郭聖與
以毅齋曾先生詩法曰能以無情作有情子熊舉以見教兼示學詩如學禪之句次韻聲謝,毅齋曾
送王孟同館黄巖見王簡卿侍郎,王簡卿;王孟同
贈蕭韡,
次韻贈錢德鈞,錢德鈞
次韻陸承之寒夜有懷,陸承之
送張德美北上,張德美
送趙仲明還山東,趙仲明
送王從政赴番昜慈湖講席,王從政
贈張受益檢校,
次韻子封承之遊桃花塢二首,封承
次韻王松陵,王松陵
送鄧覺非赴金陵學職,鄧覺非
送潘臞齋赴會稽講席,潘臞齋
題錢舜舉寫生五首,錢舜舉
題王立章雲山卷,王立
次韻陸承之歲暮述懷,陸承之
送許希元尉德清,尉德清;許希元
和祖擇之學士袁州慶豐堂十詠,和祖;袁州
和祖擇之詠震山巖彭徵君釣臺,彭徵君
晁無咎張文潛見過,張文潛;晁無咎
送秦覯二首,秦覯
送張衡山,張衡山
送王君玉赴試,王君玉
送江季恭,江季恭
奉送閻醇老推官,
寄答顔長道,
賀關彥長生日,關彥長
寄答李方叔,李方叔
寄張文潛舍人,張文潛
寄晁說之,
寄潭州張芸叟二首,張芸叟
送何子溫移亳州三首,何子溫
送張秀才,張秀才
答王立之,王立之
和過田承君,田承君
和賈明叔秋晚見懷,賈明叔
沈道院有水墨壁畫奇筆也惜其窮年無賞之者賈明叔請余同賦,賈明叔
送晁奉議高郵判官,
九日寄秦覯,
贈王聿脩商子常,王聿脩;商常
寄寇元弼,寇元弼
和賈耘老春晚,
贈歐陽叔弼學士,歐陽叔弼
送蘇迨,
送趙承議,趙承議
寄李學士,
次韵關子容湖上晚飲,
答晁以道,晁以道
別黄徐州,
次韵晁無斁冬夜見寄,無斁
寄提刑李學士,
寄晁無斁,
楊夫人挽詞,夫人
陳詢秀才歸徐,陳詢
送王元均貶衡州兼寄元龍二首,王元均
送提刑李學士移使東路,
送馮翊宋令,
和朱智叔鹿鳴席上,朱智叔
與寇趙約丁塘看花寇以疾不赴有詩次其韵,寇趙;寇以疾
和吳子副知海齋,
送歐陽叔弼知蔡州,歐陽叔弼
送晁堯民守徐,
送晁無咎出守蒲中,晁咎
送王定國通判河南,王定國
題王平甫帖,王平甫
和張奉議贈舅氏龐大夫,
和張次道再游翠巖之作,次道
和秦太虛湖上野步,
和沈世卿推官見寄,沈世卿
和劉元樂月夜寄賈耘老,劉元樂;賈耘
和寄朱文中,朱文中
和王明之見寄,
和酬施和叟宣德,酬施
簡楊安國,楊安國
九日無酒書呈漕使韓伯修大夫,韓伯修
次韵答邢居實二首,邢居實
嘲秦覯,
贈秦覯兼簡蘇迨二首,
秦少章見過,秦少章
贈寇國寶三首,寇國寶
次韵別張芸叟,芸叟
謝趙生惠芍藥三首,趙生惠
酬王立之二首,王立之
和李文叔退朝,李文叔
和謝公定雨行逢賣花,
謝王立之送花,王立之
答張文潛,張文潛
贈張文潛,張文潛
次韵答秦少章,秦少章
次韵答子實秦少章二首,秦少章
次韵蘇公題歐陽叔弼息齋,歐陽叔
寄晁載之兄弟,晁載
寄答王直方,王直方
寄晁以道,晁以道
次韵寄答晁無咎,
寄邢和叔,
贈關彥長,關彥長
古怨贈關彥長,關彥長
次韵答晁無斁,
與魏衍寇國寶田從先二姪分韵得坐字,田從先;魏衍;寇國寶
湖陵與劉生別,
和鮮于大受崇先觀餞別曾元中,曾元中
和謝公定觀秘閣文與可枯木,謝公
送張秀才兼簡德麟,張秀才;簡德麟
題李公麟畫歸去來圖,李公麟
送張邦基母,張邦基
以橘贈湖州李公擇,
贈徐道士游京師,
和王介甫寄安豐知縣修芍陂,王介甫
和章子厚聞子瞻買田陽羨却寄,章子厚子瞻;田陽羨
次韵酬余彥翔,彥翔
再經太平觀訪沈道士不遇二首,
贈孔經甫賢良兼簡許少張狀元,孔經甫
贈劉道原,劉道
太湖一首和姚子張,
和劉道原騎牛歌,劉道
送南康劉道純秀才起應新詔,劉道純
贈湖州使君李公擇,
題婁億墓,
除夕偶成呈同舍兼簡陳仲恕,陳仲恕
訪張元明山齋,張元明
趙觀察作齋名煙艇孫耘老作唐律相邀同賦乃次其韻,趙觀察;孫耘
寄晁以道求嵩山長松,晁以道
飲翁常之宅分韵得友字,
送謝開之,
和鄭閎中仙居十一首,
送崔黄臣知廬山縣,崔黄臣
依韵和酬子直重陽送酒,酬子
哭倪氏女弟亡兒傳孫,
九日與浦城縣學諸生遊南峰院,
蘇明允府君挽詞,蘇明允
寄李惟肖,李惟肖
懷友人陳烈,
和子直聞運使兵部駐節京口寄呈如晦,
次韵和程少卿省宿寄齊熙業少卿,程少卿;齊熙業卿
和程公闢大卿遊越山亭,
和程公闢遊宿猿洞二首,
和程公闢紅梅,
題蒲傳正舍人清風閣,
寄題福唐林迥南華洞,唐林迥
和蘇子瞻通判在告中聞余出郊以詩見寄,蘇子瞻
和子瞻沿牒京口憶吉祥牡丹見寄,和瞻
簡子直,
余自白陽馳謁宜都周夢得長官飲于清江亭愛其山水之勝留題,白陽馳夢得;余自
和張運使題長樂臺,張運
題仙居偉羌山六絕,
古劍謝李惟肖示所業,李惟肖
送李惟肖尉尤溪,李惟肖;尉尤溪
潘家山同章衡諸生飲次行令探得隠君子爲章衡搜出故賦詩云,潘家山;章衡
和高季明玉溪曉步,高季明
謝趙憲副使惠建茶,趙憲;惠建茶
和魏周輔,
潮陽作,
答張順之,張順之
送王生及第歸潮陽,
送潮陽李孜主簿,李孜
賈師憲望海樓成次韻,賈師憲
國朝自建隆至大中祥符七年垂五十載謝頤素始奏名甫官太守,謝頤素
送呂欽問監酒受代歸,呂欽
題許道寧畫,許道寧
翁高郵挽詩,翁高郵
得張正字詩,張正
連雨不能出有懷同年陳國佐,陳國佐
元方用韻見寄次韻奉謝兼呈元東,
元方用韻寄若拙弟邀同賦元方將託若拙覓顔淵之五十畝故詩中見意,顔淵
西郊春事漸入老境元方欲出遊以無馬未果今日得詩又有舉鞭何日之嘆因次韻招之,
答元方述懷作,
陳叔易學士母阮氏挽詞,陳叔易
次韻王堯明郊祀顯相之作,
陪粹翁舉酒於君子亭下海棠方開,
春夜感懷寄席大光,
周尹潜以僕有郢州之命作詩見贈有橫槊之句次韻謝之,周尹潜
三月二十日聞德音寄李德升席大光新有召命皆寓永州,李德升;席大光;聞德音
次韻謝呂居仁居仁時寓賀州,謝呂居仁仁
康州小舫與耿伯順李德升席大光鄭德象夜語以更長愛燭紅爲韻得更字,耿伯順;席大光;李德升;鄭德象
贈漳州守綦叔厚,綦叔厚
送熊博士赴瑞安令,
和孫升之,孫升之
余識景純家弟出其詩見示喜其同臭味也輒用大成黄字韻賦八句贈之,余識景
次韻景純道中寄大成,
與夏致宏孫信道張巨山同集澗邊以散髮巖岫爲韻賦四小詩,夏致宏;孫信道;張巨山
次韻何文縝題顔持約畫水墨梅花二首,文縝;顔持約
爲陳介然題持約畫,陳介然
西省酴醾架上殘雪可愛戲同王元忠席大光賦詩,席大光;王元忠
周尹潛雪中過門不我顧遂登西樓作詩見寄次韻謝之三首,周尹潛
與王子煥席大光同遊廖園,席大光
題江參山水橫軸畫俞秀才所藏二首,俞秀才
次韻謝文驥主簿見寄兼示劉宣叔,謝文驥;劉宣叔
次韻張矩臣迪功見示建除體,張矩臣功
題易元吉畫麞,
題唐希雅畫寒江圖,唐希雅
次韻張元方春雪,方春雪
雜書示陳國佐胡元茂四首,陳國佐;胡元茂
送張仲宗押戟歸閩中,張仲宗
與周紹祖分茶,周紹祖
陳叔易賦王秀才所藏梁織佛圖詩邀同賦因次其韻,王秀才;陳叔易
次韻富季申主簿梅花,季申
同叔易于觀我齋分韻得自字,
寄題商洛宰令狐勵迎翠樓,令勵
送王周士赴發運司屬官,王周士
與伯順飯于文緯大光出宋漢傑畫秋山,宋漢傑;于文緯;伯順
送大光赴石城,
欲離均陽而雨不止書八句寄何子應,
王應仲欲附張恭甫舟過湖南久不决今日忽聞遂登舟作詩送之并簡恭甫,簡恭甫;張恭甫;王應仲
送王因叔赴試,王因叔
同范直愚單履遊浯溪,范直愚
己酉中秋之夕與任才仲醉於岳陽樓上明年十一月二十日南遊過道謁姜光彥出才仲畫軸則寫是夕事也剪燭觀之恍然一笑書八句以當畫記,姜光彥;才仲;任才仲
偶成古調十六韻上呈判府兼贈劉興州,興州
贈勉周濟川,贈勉;周濟川
姜石帚貽書寄詩謝,姜石帚
得盧蒲江劉懲齋倡和墨,蒲江;劉懲齋
題林可山爲倪龍輔所作梅村圖後,林可山;倪龍輔
題王南杰遠明樓,王南杰
季脩舍舟趨諸暨謁劉元成獨泛錢清江有懷其人,季脩;錢清江;劉元成
次韻張從道三首,張從道
鄧元孚待制挽詞四首,鄧元孚
次韻沈公雅相慶,
代陳應之作,陳應
過浦城贈王令長源二首,王令長源
自京回次韻鄧志宏見贈,鄧志宏
次韻李伯紀舍人招飲,伯紀
再和李伯紀舍人韻,李伯紀
寄曹載德諫議二首,曹載德
茂實被檄權永新以詩寄之,權永新
次韻王長源飲垂絲海棠花下,王長源
鄧季明挽詞三首,鄧季明
送黄平國倅邵武,邵武;黄平國
玉山驛見周東老題詩和之,周東
七夕閨意戲范濟美三首,范濟美
次韻俞德翁述懷二首,俞德翁
留别鄧南夫四首,
自浦城放船下建安寄龐幾先,
延平江上呈吳國華先生,吳國華
鄰有張生者病革勢不可救忽夢醫人鄧舜臣言萬病圓如說服之遂安感而作詩,鄧舜臣
次韻范濟美秋雨感懷,范濟美
三月十一日欲往荆南景德寺睡起呈曹令德,曹令德
同楊遵道出京本欲作詩而吟咏久廢恐取道襄陽吊古遺迹遵道有作不能多繼也先以詩謝之,楊遵道;遵道
和向和卿嘗茶,
奉酬楊達甫見贈,楊達甫
馮元用九日約白雲寺登高以追昔年都城望津之會偶以事不往蒙示長篇次韻,馮元用
次韻邦美叔和天啓見寄,
和羅仲素寄子靜長篇,羅仲素
閩縣令陳夢兆魚樂軒,陳夢兆
次韻鄧志宏送張思道游福唐,張思道;鄧志宏
次韻李伯紀舍人食了齋所寄石芝有感,李伯紀
次韻鄧志宏和吏部謝公鐵字韻詩二首,謝公鐵;鄧志宏
再和鄧志宏二首,鄧志宏
謁羅養蒙辱示長篇次韻,
送張巨山著作使閩分韻得我字,張巨山
答吳濟仲見寄,吳濟仲
次韻李光祖南山四偈,李光祖
帥節留先生兩年粵服氓獠安之一日疏十宜歸欲袖手板還丞相言者猶不之置上命以釐廷之祿解印東歸門生臨川陳元晉援後山送坡仙故事至惠之海豐而別作詩四章云,至惠豐;陳元;帥節留之
七月初十夜對月呈留粹中,
李徽猷病後許賞蓮而未酬小詩發一笑,李徽猷
題新昌蔡尉比春園四時載酒亭,
擊毬口號戲陳統制,
羅浮山多有道人倚嶔巖爲室僅可容膝引泉貫其間以供烹濯鑿山種豆人不滿二畝可了歲計油然自得也爲予言夜深月明時有虎觸戶山前後多黄鸝終日睍睆可愛與留粹中各賦詩,
和陳守喜雨詩,陳守喜
和留粹中將游南華之什,
和馮眉州九日無酒韻,
題李丹壺壁,李丹
侍謝立齋小酌湖樓,
送吳松溪過淮,吳松溪
贈楊子中,
題劉氏翠微亭,
歸入古田界作,
一古一律賀嬾翁宏仲七十,翁宏仲
平江課賦待試混補蕭中立見之有相憐色因成四韻,
平江臘月廿五夜作,
平江送王騰叔,
送張謙父往潭州,張謙
別林肅翁,肅翁
過江山作,
元日平江作,日平
別平江揚元鼎二首,
紅泉明日還福清作,
融州除夜寄福清劉九兄,
送郭定夫往江西二首,郭定夫
賀劉直之值改官,賀劉直
食粥絕句贈盧震夫,盧震夫
謝鄭如之送酒初十日,鄭如之
寓故里大中寺值朱起蔡同宿數夜,朱起
平江送連亨叟赴省,
壬戌重午於潛李氏作,
試黜寄余景仁,余景仁
東林春晚作,
送郭定夫,郭定夫
書懷奉簡張謙父,張謙父
寄楊南仲,楊南仲
吾鄉有李明府其伯子襟懷夐然世表某早知敬慕長誦諸人今老矣輒韻之以貽其子孫云,李明云
謝陳夢錫詩卷二首,陳夢錫
次韻羅春伯提舉,羅春伯
鹽城阻冰雪贈陳德美三首,陳德美
答龔炳澤卿,炳澤卿
送嚴上舍并寄諸公十首 寄何解元,解元
步西湖次韻徐南卿,徐南卿
次韻漕使張守二首,張守
次韻張守赴真州辭家,張守
次韻張守惠山,張守惠
次韻張守塗中逢節二首,張守塗
次韻張守與潤守總卿詩四首,潤守;張守
和張秀才,張秀才
次韻張秀才雪,張秀才
次韻劉宰,
贈趙監嶽,
次韻汪解元,汪解元
餞趙伯衛趙有詩次其韻,趙伯衛
題潘德久竹居,潘德久
寄興化葉明府進卿二首,寄興化明
寄王仲衡尚書,王仲衡
次陳夢錫韻二首,陳夢錫
次韻朱解元雪,
次韵陳夢錫,陳夢錫
寄王尚書,
次韻朱通判嚴上舍,通上舍
別趙文卿明府,文卿
次韻任解元喜雨二首,
次韻陳秀才二首,陳秀才
再次韻謝張守得新居,張守得
再次韻呈張守,張守
次韵嚴文炳兼簡張守二首,嚴文炳守
再次韻張德恭二首,張德恭
再次韻贈張德恭,張德恭
寄章茂深郎中二首,章茂深
次韻胡元善,
次韻張守勸農,張守勸
次韻王勉夫晚春,王勉夫
次韻張守遊趙園,
次韻張守王勉夫二首,張守王勉夫
再次韻送張守,張守
寄高郵僧,
送詩陳惠伯,陳惠伯
次韻什邡馬主簿二首,
次曾左司韻贈俞德瑞,俞德瑞
再次韻贈俞德瑞,俞德瑞
送張文昌帥豫章二首,張文昌
約徐南卿出遊,徐南卿
元日訪丁端叔安撫二首,
次韻謝陳守伯固,陳守伯
次韻張守塗中生日,張守塗
次韻張守妻閔忌,
次韻張守曉起,張守曉
次韻張德恭主簿二首,張德恭
次韻張守勸農二首,張守勸
次韻張守泛春亭,張守泛
次韻趙夷仲,趙夷仲
次韻李壽卿明府憶梅,李壽卿
次韻張守勸耕二首,張守勸
次韻高賓王見投四首,
次韻贈高賓王二首,
再次韻贈高賓王二首,高賓
次韻方秘正,
次韻答高賓王,
用贈朴翁舊韻二詩送徐南卿南歸,徐南卿
予七十趙監稅見賀以詩次韻,
王逢原二首,王逢原
十絕句呈章茂深安撫,章茂深
次石湖送炭韻贈龔養正三首,
送鵪鴨臘龔養正二首,
題龔養正孩兒枕屏二首,
次韻答陳夢錫十首,陳夢錫
次韻吳守四首,
次韻答趙文卿四首,趙文卿
趙介卿見簡解嘲二首,趙介卿
次韻王統制喜雨,
謝張德恭送糟蚶三首,張德恭
張守送羊羔酒將以三絕次韻答之,張守
次韻張守三首,
寄張守仲思十首,張守仲
題潘德久侍兒扇,潘德久
題趙景安二亭,趙景安
再次韻趙景安四首,趙景安
次韻楊宰凌霄花,凌霄花;楊宰
題彭尉軒壁三首,彭尉軒
次韻張守仲思食車螯,張守仲
喜雨口號呈陳守伯固十二首,陳守伯
陳君美許仲和赴省病不能出餞以二絕句,陳君美;許仲和
寄題高賓王詩後卷,
謝龔養正病後分藥,謝龔養
次韻王解元賃地築屋,
次韻章時可,
次韻章茂深安撫見寄,章茂
贈楊伯時,
次韻王解元,
再次韻謝王仲衡尚書薦章,王仲衡
次王尚書韻呈石湖,
次前韻贈龔養正,
大雪復用前韻呈王尚書,王尚書
次韻胡學長喜雨,學長
謝袁起巖使君借貢院居,
次韻張守不欺堂,
梁廣文歸自襄陽作古樂章迎之,梁廣文
次韻陸子高,
再次陸子高韻奉寄,
張秀才復留爲作,張秀才
送臧子與子儀之楚州告免解二首,臧子儀
寄陳用晦四首,陳用晦
題陳守宰仁和無倦堂二首,陳守宰仁
贈張德恭,張德恭
次韻張守阻冰,
吳節推趙楊子曹器遠趙子野携具用韻謝之,趙子野;吳節;趙楊子;曹器遠
送趙夷仲南歸,趙夷仲南
題劉行父凈香軒,劉行香軒
次姜堯章贈詩卷中韻,堯章
陳宣卿爲予作後彫圖,陳宣卿
題趙伯政醫俗軒,趙伯政
題劉明府所藏秋江欲雨圖,劉明府
送項平甫教授之成都,平甫
葉進卿寄和章次韻復之,葉進卿次
再次韻酬葉進卿,葉進卿
次韻寄葉進卿,葉進卿
贈龔養正二首,
次韻程安撫蟹二首,
携襄陽詩卷示子孫再次韻,
寄程安撫,
次韻張秀才題汪叔量挹秀亭,挹秀亭;張秀才;汪叔量
次韻張秀才,張秀才
謝襄陽陶宰惠靖節先生編年大本,謝襄陽;陶宰惠靖節
贈王仲和架閣,王仲
再次韻呈林子長郎中龔養正寺簿,林長
次韻張守垂虹小駐,張守垂
贈趙子野,
贈劉行甫,劉行甫
次韻趙子野贈別,子野
送曹器遠從使虜,
陳伯固使君禱雨得雪爲作,陳伯固
張守有和章復次韻三首,章復;張守有
次韻張守四首,
訪陳彥太不遇,陳彥太
寄唐子方殿院,
次韻徐直翁仙霞嶺近衢州,徐直
寄貝勉齋馮桂坡,桂坡
次韻張子華見寄,子華
俞蓀墅示以雜興四首乃用危驪塘所次唐子西韻因次韻,俞蓀墅驪
謝趙菊泉來會於范曉邨家,趙菊泉;范曉邨
雨中留范曉邨家,范曉邨
到永固寺訪曹約齋,
留范景山家聞夜警有作,范景山
雨留景山家,
似史和甫傳清,
次韻內姪竺稷并示諸兒,
寄慈溪赭山寺主僧如岳,
寄婺州石君瑞料院,
同離孫童蒙遊浄慈,
示王侑翁二首,王侑翁
次韻林國器元夕,
次韻東平趙孟益遊北山寺,趙孟益
送蘇松軒路教解任,蘇松軒
次韻洞真道士盧致遠,盧致遠
挽少保王平章二首,王平章
挽江陰軍王寺丞,
挽孫常州寺簿二首,
次韻單景山酴醿,
次韻劉生秋夜郊行,
自金陵趨行都過顧城湖三十里水光接天但風逆不可帆午閒到銀林登陸雨作,
聞伯求弟鞫獄明允今日行刑而雪應祈喜而賦詩,
次韻內兄舒通叟太博寓雲南僧舍,舒通叟;太博
次韻董伯和二首,董伯和
正月五日訪王韋軒知府東塢真詔道中,王韋軒
次韻董伯和鐙夕有感二首,董伯;鐙夕
同黄東發提舉遊杖錫山,黄東發
黄子羽山長爲不及同山行次余東發別余韻見寄因再用韻以謝二首,黄子羽東
次韻剡張知錄見寄,知錄
留范景山,范景山
董伯和竹溪寓居,董伯溪
次韻范純甫,范純甫
次韻盧致遠見示,盧致遠
訪趙景文不值,趙景文
次韻朱景伯來見,朱景伯
同趙景文到梅山弟家,趙景文
同范景山到城西墺遊鹿苑寺,
次韻四明孫常州,
用戴帥初韻寄孫常州,
送丹山主者周東隠,周東隠
甲申夏到杖錫憶戊寅秋同黄東發遊,黄東
次韻趙景文見寄懷親,趙景文
答范景山晝詩見意,范景山
次韻盧致遠祈雨喜應,盧致遠
次韻內姪竺稷留別,竺稷
次韻趙景文見寄,趙景文
寄史景正教授,史景正
次韻胡景參制機見壽二首,胡景
次韻吳應奎解嘲,吳應奎
次前韻吳山甫解嘲,吳山甫
次韻陳晟別瀹,陳晟
次韻張子華寄示正月四日與其兄及俞叔可兄弟四人會飲詩,張子華;俞叔可
次韻張子華中秋感時,張子華
次韻吳山甫,吳山甫
送李仲實官郡學任滿歸餘姚,李仲實
送衢州孔明達官郡學得代送行次韻,
次韻邑宰徐何慊出示所作五首,徐何慊
次韻徐何慊九日登高,徐何慊
送東平趙孟益赴徽政院譯史,趙孟益
次韻徐何慊詠雪,徐何慊
代京尹吳山雲益雪應賀廟堂二首,吳山;代京尹
次韻趙孟益遊西山寺,趙孟益
挽張正甫二首,張正甫
答妻姪趙良藩問學,趙良藩
良月二十一日郡庠置酒爐亭勞余出山且取子美何時一樽酒重與細論文分韻賦詩韻不以及就成十絕,
次韻吳竹溪謝單景山載酒,吳竹溪
謝單景山載酒同賞牡丹過燕餘,
次韻王文甫先生二首,王文甫
次韻劉生蝶葉交飛,
次韻李景異,
解剡孝嘉道中答溪民羣來遮轎問新知縣如何二首并寄李宰,李宰
次韻張子華七夕,張子華
贊齡叟留東隠二首,齡叟
哭趙觀使墓,
臨行別單景山,
與徐國英坐西窗渴睡中得四句,徐國英
答眚醫王東林求□,王東林
送林方叔赴范氏館,林方叔
次韻張君壽來見二首,
次韻東平趙益三首,趙益
次韻邑宰徐何謙道中詠風雨中聞藕花香,徐何謙
次韻劉後村所贈延慶主僧圭復翁詩三首,
乙卯鄉貢鹿鳴宴次韻制使陳方叔勸駕,陳方叔
題甯國府涇縣琴高堂,
題錢靜觀江山萬里圖,
送董伯和西歸,
次韻張子華九日長詩,子華
寄賦慈溪沈氏愛菊序,
代范景山和弟觀韻,范景山
寄賦黄東發湖山精舍,黄東發
寄盧致遠,
送兒沆再之台學併似許梧山張在軒,許梧山;張在軒
行路易送陳晟謀仕,陳晟
寄台教王吉甫,王吉甫
送兒沆赴昌國學錄,
次韻弟觀用王介甫桃源行韻寫感爲西湖行,王介甫
送寧都陳令,
送戴石屏歸天台,
安仁樓間晚晴時送默齋伯回星江,
呈陳介叔,
謝石庵見示櫂歌歎時因以見意,謝石庵
輓范端明,范端明
賀費樞密登卞忠貞公墓,卞忠貞
陳時柏,陳時柏
輓太府丞知徽州韓公,
送夏明叔歸建寧,建寧;夏明
輓致政呂通議,
送成都倅黎德升赴召崔侍郎薦士召者五人三首,黎德升
留別李貫之大著二首,李貫之
仲春八日自成都起程度劍閣,
送劉時可縣丞奉母游岷山,劉時可
過中巖渡月出峨眉山上,
題丹景山,
自船莊過化城留宿翌旦炷香宣石橋卯塔,
挽前眉州使君廖子長二首,廖子長
挽永康守成寺簿同年二首,
挽潼帥許侍郎成子三首,
送別彥威姪西歸侍母,彥威
三衢道士鄭自得即天慶寮舍種梅疏池爲小亭扁曰橫清有詔住南岳道觀復以此扁其亭解官事言歸袖詩相訪爲次韻,鄭自得
道傳山丹一本兩花舉以見遺夜窗翻書偶見劉潛夫嘗賦云偶然避雨過民舍一本山丹恰盛開種久樹身樛似蓋澆頻花面大如杯怪疑朱草非時出驚問紅雲甚處來可惜書生無事力千金移入畫欄栽因借韻同賦一首,劉潛
同家德清侍尚書楊寶學山行先過上巖訪家諧季,楊寶學
